dep_hour,o_min_vis,o_vol,o_fog,o_change,arr_hour,d_min_vis,d_vol,d_fog,d_change,delay
5,6.74,0.03,0.27,0.73,8,3.4,0.35,0.16,0.25,0
15,1.76,0.05,0.27,0.86,18,0.5,0.78,0.69,0.46,1
8,0.12,0.12,0.76,0.43,10,0.54,0.54,0.77,0.47,1
18,6.61,0.73,0.55,0.36,20,3.79,0.76,0.95,0.78,1
22,1.85,0.04,0.51,0.6,1,4.14,0.98,0.29,0.83,1
9,6.83,0.22,0.76,0.65,11,0.13,0.73,0.22,0.9,1
20,9.36,0.69,0.5,0.04,21,7.82,0.78,0.96,0.65,1
11,2.54,0.79,0.59,0.37,14,1.9,0.26,0.11,0.55,0
18,1.01,0.51,0.2,0.77,20,0.45,0.52,0.48,0.77,0
8,0.7,0.93,0.85,0.38,12,7.35,0.06,0.1,0.5,0
9,0.35,0.4,0.19,0.13,10,9.05,0.84,0.42,0.93,0
10,5.45,0.41,0.85,0.34,14,5.54,0.42,0.46,0.21,0
4,1.16,0.68,0.17,0.32,5,4.32,0.36,0.27,0.61,0
9,6.91,0.1,0.68,0.07,12,5.96,0.51,0.69,0.48,0
17,5.13,0.92,0.48,0.03,18,5.94,0.01,0.16,0.23,0
14,1.57,0.49,0.96,0.13,16,1.94,0.91,0.49,0.32,0
3,4.29,0.34,0.39,0.74,4,8.4,0.85,0.45,0.06,0
21,4.44,0.83,0.38,0.12,1,3.19,0.97,0.52,0.59,1
14,8.81,0.11,0.52,0.57,18,5.68,0.56,0.69,0.28,1
8,8.38,0.43,0.71,0.05,9,5.15,0.9,0.33,0.56,1
14,6.36,0.21,0.65,0.06,17,9.28,0.77,0.79,0.77,1
0,6.13,0.36,0.25,0.62,3,5.06,0.39,0.47,0.34,0
16,4.12,0.52,0.31,0.34,20,6.47,0.75,0.83,0.67,1
6,4.91,0.19,0.17,0.4,8,3.07,0.05,0.1,0.64,1
1,0.29,0.3,0.8,0.23,3,6.12,0.11,0.95,0.09,1
13,7.06,0.71,0.83,0.16,16,9.45,0.08,0.17,0.79,0
16,0.32,0.12,0.05,0.16,20,2.9,1.0,0.37,0.9,1
4,3.56,0.15,0.29,0.46,6,8.01,0.84,0.95,0.72,1
11,3.7,0.41,0.64,0.64,14,7.84,0.05,0.19,0.97,0
1,9.72,0.88,0.48,0.97,4,2.37,0.51,0.53,0.73,0
14,6.89,0.46,0.98,0.48,17,7.72,0.84,0.69,0.95,1
20,6.2,0.69,0.72,0.47,0,8.21,0.08,0.56,0.8,1
2,5.52,0.79,0.53,0.9,5,1.43,0.6,0.47,0.27,1
18,4.79,0.34,0.4,0.83,21,1.81,0.11,0.95,0.83,0
2,0.49,0.66,0.9,0.52,5,8.04,0.04,0.06,0.9,0
13,9.27,0.3,0.85,0.59,14,0.59,0.79,0.46,0.29,0
16,4.49,0.65,0.14,0.24,18,7.25,0.9,0.47,1.0,0
0,8.84,0.9,0.7,0.98,3,9.98,0.13,0.39,0.16,0
3,2.93,0.87,0.25,0.51,5,5.02,0.23,0.15,0.59,0
16,0.86,0.02,0.12,0.39,17,5.23,0.33,0.36,0.07,0
5,2.53,0.91,0.73,0.45,9,9.19,0.86,0.53,0.14,0
3,5.36,0.72,0.21,0.12,7,4.94,0.2,0.13,0.52,0
5,3.23,0.09,0.2,0.53,9,0.54,0.92,0.29,0.28,1
9,3.26,0.19,0.29,0.11,13,2.05,0.99,0.62,0.81,0
23,5.86,0.95,0.28,0.11,2,6.92,0.86,0.47,0.55,0
11,6.9,0.92,0.0,0.83,13,9.52,0.75,0.3,0.5,0
11,4.69,0.45,0.17,0.4,13,9.1,0.58,0.35,0.45,0
15,1.68,0.16,0.91,0.31,16,0.78,0.65,0.64,0.24,0
1,5.82,0.78,0.99,0.72,2,5.13,0.24,0.31,0.93,0
0,2.4,1.0,0.71,0.47,3,9.39,0.66,0.04,0.21,0
18,8.34,0.56,0.13,0.84,22,9.06,0.38,0.13,0.4,0
18,1.16,0.91,0.29,0.3,20,4.87,0.28,0.03,0.04,0
3,5.87,0.61,0.41,0.06,6,9.35,0.42,0.78,0.16,1
2,6.59,0.04,0.99,0.6,3,4.88,0.1,0.94,0.63,1
3,4.86,0.75,0.01,0.62,7,5.27,0.47,0.44,0.66,0
3,7.39,0.29,0.94,0.75,6,4.24,0.21,0.24,0.64,0
7,8.45,0.84,0.97,0.04,11,4.58,0.85,0.85,0.55,1
17,7.32,0.49,0.1,0.67,21,5.44,0.46,0.19,0.77,0
10,8.31,0.83,0.41,0.65,13,3.83,0.86,0.25,0.74,0
23,9.32,0.16,0.41,0.4,1,0.26,0.65,0.49,0.62,0
2,7.15,0.72,0.03,0.86,5,7.03,0.7,0.18,0.4,0
0,4.38,0.76,0.87,0.74,2,8.34,0.77,0.05,0.07,0
5,3.19,0.78,0.09,0.78,9,4.65,0.58,0.65,0.18,0
7,5.34,0.13,0.02,0.69,11,1.53,0.33,0.43,0.04,0
3,9.18,0.24,0.02,0.21,5,5.29,0.82,0.56,0.06,0
5,1.41,0.63,0.75,0.76,6,7.93,0.42,0.94,0.95,0
14,3.36,0.91,0.05,0.35,17,0.56,0.59,0.58,0.07,0
10,5.13,0.37,0.12,0.97,11,0.68,0.88,0.94,0.32,0
5,7.27,0.34,0.84,0.11,7,1.71,0.5,0.78,0.93,0
12,8.03,0.2,0.05,0.49,16,5.6,0.44,0.59,0.28,0
3,0.36,0.37,0.3,0.26,4,7.06,0.5,1.0,0.79,0
1,5.58,0.79,0.3,0.72,4,3.43,0.6,0.82,0.47,0
23,3.05,0.87,0.61,0.62,1,0.61,0.18,0.23,0.19,0
15,0.18,0.77,0.81,0.85,18,8.94,0.55,0.36,0.42,0
8,9.86,0.94,0.67,0.53,9,3.34,0.55,0.1,0.37,0
0,8.44,0.36,0.43,0.9,4,9.1,0.99,0.46,0.06,0
1,1.77,0.76,0.25,0.47,4,9.21,0.73,0.23,0.39,1
10,5.39,0.01,0.47,0.86,14,8.53,0.38,0.12,0.88,0
16,2.49,0.71,0.33,0.06,19,4.42,0.96,0.1,0.3,1
8,4.14,0.6,0.4,0.17,11,7.73,0.6,0.34,0.59,0
7,1.93,0.91,0.87,0.64,9,9.5,0.32,0.34,0.18,0
5,4.64,0.99,0.45,0.19,9,5.36,0.6,0.83,0.41,0
1,2.09,0.12,0.82,0.99,2,7.85,0.63,0.5,0.07,0
19,6.68,0.52,0.85,0.17,23,8.55,0.06,0.06,0.78,0
10,0.53,0.79,0.61,0.01,13,4.18,0.19,0.33,0.59,0
12,0.09,0.88,0.87,0.42,16,5.69,0.94,0.9,0.81,1
16,2.02,0.64,0.26,0.44,20,0.16,0.88,0.58,0.17,1
21,4.98,1.0,0.19,0.5,22,6.35,0.76,0.03,0.85,1
6,1.2,0.59,0.33,0.85,7,5.29,0.43,0.45,0.26,0
1,2.08,0.25,0.45,0.91,3,7.73,0.29,0.27,0.49,0
11,2.22,0.47,0.32,0.74,12,9.08,0.01,0.26,0.51,1
17,8.27,0.08,0.03,0.72,19,7.9,0.11,0.32,0.14,0
15,6.87,0.57,0.71,0.49,19,6.81,0.1,0.76,0.43,0
4,0.21,0.03,0.85,0.47,7,4.27,0.94,0.51,0.8,1
18,8.52,0.66,0.12,0.35,20,1.15,0.88,1.0,0.56,0
2,3.33,0.46,0.91,0.06,4,6.9,0.69,0.41,0.72,0
16,5.28,0.51,0.8,0.24,17,4.68,0.38,0.02,0.07,0
11,6.9,0.89,0.34,0.27,14,2.0,0.12,0.67,0.96,0
13,9.51,0.78,0.96,0.27,16,6.63,0.31,0.27,0.18,1
10,0.61,0.46,0.11,0.31,11,4.4,0.73,0.25,0.49,1
23,5.41,0.76,0.2,0.06,0,4.7,0.73,0.55,0.68,0
14,1.1,0.13,0.39,0.59,15,1.83,0.61,0.65,0.13,0
2,3.14,0.53,0.47,0.68,4,0.48,0.22,0.02,0.62,1
11,0.84,0.12,0.31,0.49,13,5.47,0.14,0.39,0.13,1
0,5.32,0.41,0.84,0.88,4,3.61,0.42,0.54,0.03,0
18,6.46,0.22,0.44,0.58,19,4.54,0.42,0.36,0.5,0
22,3.03,0.55,0.85,0.43,0,8.92,0.07,0.35,0.83,0
4,6.8,0.96,0.98,0.7,5,6.23,0.25,0.98,0.53,0
22,1.73,0.8,0.16,0.45,23,4.88,0.18,0.77,0.5,1
20,2.19,0.37,0.81,0.71,21,1.93,0.41,0.75,0.59,1
4,5.63,0.43,0.48,0.3,8,1.92,0.96,0.33,0.11,0
11,5.68,0.94,0.54,0.48,14,9.91,0.69,0.04,0.07,0
2,5.02,0.49,0.39,0.59,6,9.73,0.83,0.27,0.19,0
12,9.4,0.17,0.49,0.9,14,3.14,0.58,0.66,0.37,0
22,9.91,0.47,0.12,0.05,1,4.44,0.98,0.09,0.56,0
17,2.74,0.25,0.63,0.47,19,4.41,0.69,0.97,0.2,0
17,5.8,0.55,0.7,0.34,19,5.76,0.36,0.53,0.94,0
22,5.15,0.28,0.83,0.68,1,8.87,0.12,0.87,0.52,1
12,0.5,0.02,0.11,0.42,16,2.19,0.79,0.49,0.51,0
7,8.5,0.93,0.44,0.07,11,3.75,0.56,0.14,0.06,0
9,2.89,0.51,0.33,0.99,13,0.25,0.11,0.35,0.17,0
0,4.57,0.36,0.29,0.67,1,3.29,0.55,0.29,0.15,1
2,2.44,0.96,0.52,0.6,5,1.39,0.54,0.84,0.17,0
7,7.35,0.08,0.55,0.49,8,8.91,0.8,0.06,0.5,1
5,2.16,0.96,0.66,0.38,8,9.57,0.63,0.21,0.38,0
8,2.89,0.48,0.86,0.16,10,4.27,0.93,0.15,0.86,0
23,1.63,0.38,0.77,0.92,1,6.74,0.18,0.15,0.45,0
11,3.09,0.27,0.91,0.82,13,2.23,0.62,0.81,0.8,1
16,7.2,0.57,1.0,0.14,17,7.33,0.86,0.14,0.11,0
7,8.12,0.49,0.16,0.51,10,5.11,0.15,0.76,0.22,0
17,8.19,0.82,0.61,0.61,18,4.1,0.44,0.37,0.08,0
23,2.88,0.73,0.14,1.0,2,9.04,0.46,0.22,0.15,0
7,9.75,0.25,0.21,0.49,9,3.56,0.99,0.45,0.63,1
17,0.97,0.97,0.2,0.9,20,1.12,0.91,0.39,0.22,0
8,9.38,0.69,0.62,0.44,11,3.55,0.44,0.35,0.11,0
19,6.54,0.22,0.23,0.9,20,2.36,0.4,0.77,0.65,0
6,7.63,0.31,0.76,0.06,9,7.32,0.73,0.08,0.9,0
4,9.35,0.64,0.13,0.03,5,9.76,0.46,0.96,0.54,0
13,9.62,0.4,0.39,0.98,14,9.89,0.7,0.64,0.42,1
19,8.08,0.54,0.54,0.8,23,9.23,0.75,0.51,0.45,1
3,6.27,0.76,0.57,0.96,5,0.91,0.02,0.62,0.53,0
6,0.19,0.57,0.15,0.44,9,1.94,0.62,0.39,0.29,0
21,0.6,0.93,0.84,0.73,23,7.57,0.85,0.84,0.78,0
22,9.14,0.97,0.07,0.1,2,5.6,0.38,0.88,0.76,0
23,2.97,0.7,0.67,0.25,3,4.16,0.33,0.87,0.19,0
19,5.64,0.43,0.02,0.53,23,0.09,0.46,0.2,0.16,0
16,8.6,0.66,0.91,0.08,19,6.96,0.27,0.46,0.12,0
11,5.64,0.53,0.66,0.22,13,7.64,0.62,0.01,0.87,0
4,7.39,0.12,0.03,0.09,6,6.65,0.62,0.49,0.75,0
6,0.73,0.85,0.82,0.09,8,1.02,0.36,0.1,0.91,0
19,8.09,0.3,0.48,0.03,23,9.39,0.64,0.7,0.58,1
21,8.45,0.43,0.82,0.1,1,0.38,0.6,0.31,0.2,0
22,1.44,0.91,0.38,0.74,1,2.42,0.47,0.26,0.86,0
21,0.18,0.94,0.81,0.2,0,8.2,0.98,0.46,0.97,1
9,5.17,0.08,0.93,0.78,12,9.46,0.98,0.75,0.88,0
2,0.86,0.71,0.47,0.75,6,8.26,0.38,0.74,0.93,1
21,4.84,0.55,0.53,0.4,0,6.02,0.44,0.03,0.82,0
17,0.11,0.57,0.82,0.56,18,1.31,0.99,0.21,0.98,0
10,1.41,0.27,0.86,0.66,14,2.32,0.29,0.76,0.14,0
8,9.53,0.14,0.89,0.36,11,8.23,0.78,0.75,0.45,1
3,3.6,0.12,0.26,0.3,5,1.29,0.54,0.23,0.62,0
6,2.53,0.1,0.6,0.26,7,4.35,0.52,0.77,0.15,0
23,2.96,0.56,0.11,0.63,3,4.48,0.88,0.66,0.99,1
8,9.57,0.8,0.38,0.64,12,5.54,0.79,0.59,0.38,0
5,3.71,0.68,0.64,0.04,9,5.52,0.16,0.84,0.45,1
8,3.35,0.29,0.31,0.38,10,2.98,0.81,0.67,1.0,1
15,5.14,0.36,0.9,0.16,19,7.31,0.67,0.08,0.49,0
1,4.22,0.37,0.95,0.31,4,0.71,0.49,0.06,0.34,1
12,4.57,0.55,0.89,0.81,16,0.52,0.72,0.05,0.04,1
15,5.67,0.02,0.03,0.09,19,9.12,0.84,0.88,0.18,0
18,3.74,0.01,0.8,0.83,21,4.88,0.56,0.05,0.2,0
8,4.35,0.45,0.73,0.27,9,9.68,0.14,0.61,0.68,1
22,3.26,0.4,0.09,1.0,2,3.23,0.87,0.91,0.84,1
20,7.87,0.12,0.14,0.55,21,4.41,0.8,0.53,0.8,0
16,2.75,0.35,0.41,0.6,19,8.07,0.63,0.4,0.67,0
5,8.88,0.83,0.95,0.95,7,9.7,0.65,0.43,0.96,1
13,1.34,0.8,0.63,0.03,14,2.5,0.24,0.4,0.83,1
19,4.38,0.45,0.61,0.27,23,3.88,0.43,0.04,0.34,0
18,5.76,0.19,0.27,0.61,21,6.1,0.65,0.39,0.36,0
14,4.19,0.17,0.94,0.34,16,3.36,0.89,0.88,0.11,1
20,5.24,0.95,0.04,0.38,21,2.36,0.23,0.01,0.65,0
2,5.68,0.12,0.93,0.87,6,2.52,0.2,0.32,0.8,0
7,1.82,0.76,0.26,0.27,9,3.78,0.51,0.41,0.59,1
10,6.37,0.41,0.11,0.98,12,6.14,0.36,0.47,0.65,0
18,5.73,0.44,0.69,0.61,21,6.92,0.42,0.67,0.99,0
11,8.56,0.39,0.16,0.62,15,7.23,0.95,0.27,0.55,0
9,0.56,0.41,0.35,0.39,13,3.33,0.98,0.81,0.78,0
3,6.22,0.92,0.75,0.42,7,7.97,0.44,0.65,0.69,0
12,4.01,0.14,0.44,0.13,15,4.15,0.58,0.06,0.85,0
4,1.79,0.91,0.79,0.82,5,2.78,0.92,0.81,0.92,0
12,5.24,0.89,0.21,0.96,16,0.78,0.27,0.78,0.02,1
7,6.87,0.96,0.82,0.75,10,6.51,0.93,0.45,0.81,1
8,1.1,0.11,0.18,0.04,9,9.76,0.52,0.94,0.5,1
12,3.78,0.86,0.7,0.09,14,2.25,0.69,0.59,0.42,0
16,6.26,0.94,0.93,0.11,18,5.92,0.24,0.96,0.16,0
3,3.15,0.19,0.22,0.08,4,8.73,0.31,0.82,0.58,0
0,8.72,0.73,0.69,0.77,3,6.64,0.94,0.99,0.08,1
0,6.63,0.31,0.23,0.34,4,7.95,0.24,0.71,0.9,1
2,8.35,0.66,0.56,0.54,4,6.98,0.92,0.27,0.08,1
2,9.63,0.53,0.41,0.28,5,4.45,0.0,0.01,0.17,0
17,0.66,0.78,0.64,0.6,21,6.28,0.2,0.75,0.15,0
12,8.44,0.93,0.09,0.42,14,7.96,0.94,0.46,0.96,0
18,8.84,0.63,0.64,0.03,22,4.93,0.07,0.94,0.56,0
11,6.66,0.43,0.88,0.23,12,9.75,0.93,0.05,0.15,0
13,4.57,0.8,0.44,0.23,14,6.13,0.57,0.33,0.88,0
20,0.99,0.07,0.41,0.52,0,8.84,0.78,0.9,0.65,1
5,0.56,0.02,0.3,0.95,7,6.08,0.16,0.58,0.41,0
12,4.11,0.41,0.12,0.54,13,4.66,0.75,0.09,0.02,0
15,4.46,0.91,0.44,0.32,17,6.7,0.8,0.89,0.61,1
5,1.95,0.07,0.23,0.42,6,3.17,0.46,0.97,0.98,1
20,6.5,0.15,0.49,0.34,22,5.91,0.71,0.4,0.19,0
5,6.99,0.07,0.93,0.03,6,6.0,0.6,0.17,0.86,1
8,0.98,0.68,0.1,0.19,12,3.3,0.52,0.45,0.87,0
2,0.63,0.69,0.72,0.84,4,5.82,0.51,0.61,0.61,0
21,3.26,0.33,0.28,0.39,0,9.29,0.62,0.38,0.83,0
1,1.95,0.44,0.39,0.47,2,8.71,0.97,0.34,0.93,1
10,6.96,0.83,0.71,0.94,11,7.9,0.5,0.88,0.23,0
13,2.94,0.84,0.3,0.26,14,7.76,0.36,0.36,0.35,0
1,9.91,0.87,0.95,0.61,3,4.46,0.85,0.18,0.32,0
19,1.8,0.37,0.13,0.1,20,4.08,0.2,0.61,0.5,0
0,6.69,0.72,0.33,0.65,1,8.2,0.42,0.86,0.28,0
5,2.6,0.85,0.17,0.53,8,8.41,0.72,0.81,0.27,0
1,1.41,0.88,0.75,0.28,2,6.17,0.11,0.75,0.31,1
21,5.74,0.12,0.66,0.67,23,5.91,0.06,0.57,0.04,0
23,6.26,0.91,0.57,0.93,2,2.07,0.3,0.37,0.1,0
22,0.36,0.8,0.89,0.62,2,0.78,0.41,0.86,0.22,1
17,4.66,0.14,0.96,0.27,21,9.15,0.44,0.21,0.0,0
23,8.44,0.18,0.65,0.7,3,9.43,0.48,0.79,0.71,1
20,9.5,0.39,0.18,0.5,23,2.52,0.37,0.44,0.39,1
23,1.97,0.09,0.87,0.37,3,7.3,0.18,0.56,0.47,0
9,10.0,0.12,0.16,0.54,12,8.74,0.37,0.39,0.2,0
7,6.25,0.03,0.29,0.43,9,8.56,0.97,0.39,0.92,0
15,2.91,0.78,0.93,0.82,17,7.59,0.11,0.48,0.62,0
15,5.43,0.25,0.08,0.93,16,9.89,0.49,0.7,0.07,1
10,4.68,0.73,0.2,0.76,11,0.87,1.0,0.24,0.04,1
12,7.76,0.84,0.19,0.17,14,5.09,0.1,0.84,0.74,0
18,8.01,0.79,0.21,0.47,19,9.91,0.39,0.8,0.77,0
3,5.92,0.96,0.79,0.59,7,5.27,0.38,0.4,0.49,0
17,4.1,0.69,0.58,0.04,19,4.48,0.93,0.99,0.91,1
2,0.9,0.35,0.77,0.8,4,8.9,0.96,0.61,0.4,1
13,2.07,0.25,0.57,0.15,17,8.4,0.14,0.49,0.41,0
8,3.27,0.54,0.92,0.65,9,1.32,0.41,0.13,0.38,0
15,1.11,0.27,0.68,0.97,16,5.05,0.48,0.91,0.69,0
19,7.61,0.91,0.96,0.55,21,1.03,0.73,0.69,0.6,0
18,5.93,0.89,0.67,0.21,19,5.04,0.91,0.27,0.12,0
4,0.71,0.01,0.73,0.72,8,5.3,0.15,0.49,0.38,0
18,9.77,0.43,0.63,0.47,20,9.38,0.16,0.75,0.81,0
21,7.72,0.44,0.03,0.26,1,1.37,0.2,0.66,0.49,0
9,9.98,0.46,0.7,0.9,10,4.09,0.77,0.49,0.44,0
22,5.24,0.03,0.32,0.25,1,9.7,0.23,0.71,0.4,0
23,6.15,0.86,0.14,0.3,1,1.22,0.98,0.35,0.41,0
21,7.97,0.01,0.55,0.06,0,4.32,0.34,0.59,0.75,0
20,8.39,0.68,0.15,0.17,0,2.31,0.32,0.34,0.74,1
5,0.15,0.16,0.56,0.9,9,9.44,0.92,0.28,0.06,0
14,5.97,0.98,0.72,0.53,17,8.49,0.05,0.14,0.75,0
1,3.8,0.04,0.02,0.45,4,3.09,0.37,0.38,0.61,0
0,7.03,0.84,0.32,0.85,4,9.7,0.64,0.99,0.02,1
8,5.8,0.63,0.87,0.57,11,1.0,0.55,0.12,0.39,0
1,7.68,0.4,0.29,0.32,4,5.93,0.07,0.94,0.43,1
4,4.3,0.98,0.33,0.71,6,4.96,0.6,0.16,0.38,0
22,8.91,0.79,0.99,0.07,23,3.06,0.68,0.04,0.61,1
23,1.08,0.41,0.15,0.96,3,8.25,0.12,0.08,0.58,0
14,4.82,0.99,0.17,0.17,17,5.11,0.43,0.01,0.25,0
2,5.67,0.66,0.23,0.6,6,2.58,0.54,0.51,0.41,0
22,3.21,0.7,0.63,0.1,0,1.88,0.03,0.22,0.08,0
22,1.55,0.79,0.58,0.33,23,9.5,0.21,0.13,0.98,0
13,6.98,0.96,0.05,0.56,17,3.3,0.41,0.76,0.76,0
0,5.17,0.33,0.3,0.07,2,0.82,0.12,0.13,0.09,0
2,3.73,0.79,0.72,0.46,5,9.27,0.45,0.89,0.65,1
11,8.74,0.54,0.41,0.73,13,5.09,0.51,0.81,0.86,1
19,1.6,0.03,0.7,0.11,22,7.41,0.5,0.37,0.29,0
3,4.89,0.82,0.56,0.11,5,1.72,0.08,0.26,0.53,0
16,1.79,0.32,0.27,0.54,17,7.57,0.96,0.7,0.74,1
14,8.23,0.93,0.86,0.35,17,8.07,0.49,0.82,0.35,0
9,8.8,0.8,0.62,0.03,11,9.32,0.54,0.71,0.43,1
13,6.17,0.25,0.72,0.73,15,8.85,0.64,0.09,0.38,0
0,4.98,0.63,0.85,0.69,2,1.28,0.15,0.01,0.42,0
12,0.54,0.72,0.47,0.68,13,4.5,0.09,0.36,0.89,0
6,4.99,0.31,0.41,1.0,9,6.19,0.74,0.83,0.46,1
22,5.82,0.12,0.73,0.92,23,0.34,0.31,0.62,0.99,0
6,3.93,0.87,0.41,0.82,8,7.29,0.34,0.1,0.23,0
16,8.13,0.24,0.0,0.95,20,2.8,0.48,0.48,0.66,0
17,7.33,0.42,0.29,0.06,21,0.58,0.99,0.66,0.07,1
18,4.98,0.18,0.77,0.53,22,3.55,0.34,0.63,0.04,0
9,4.42,0.88,0.66,0.05,10,6.55,0.95,0.82,0.96,1
7,9.64,0.65,0.31,0.59,9,2.84,0.63,0.28,0.37,0
17,2.13,0.62,0.9,0.94,20,5.1,0.72,0.38,0.58,0
8,9.71,0.81,0.14,0.42,9,7.92,0.65,0.35,0.05,1
22,8.33,0.03,0.29,0.75,0,4.07,0.43,0.1,0.51,0
5,1.46,0.41,0.98,0.84,9,9.17,0.25,0.06,0.81,1
8,0.96,0.47,0.37,0.7,9,4.32,0.49,0.11,0.48,0
2,3.45,0.1,0.69,0.86,3,9.22,0.16,0.43,0.6,0
18,0.44,0.19,0.62,0.37,22,1.05,0.09,0.8,0.63,0
17,1.99,0.6,0.1,0.23,21,6.73,0.47,0.36,0.76,0
23,0.41,0.4,1.0,0.14,3,4.17,0.51,0.36,0.43,0
2,3.03,0.13,0.19,0.92,3,3.15,0.84,0.06,0.14,0
8,2.55,0.16,0.37,0.14,12,1.41,0.07,0.62,0.97,1
2,2.97,0.52,0.16,0.82,3,7.17,0.51,0.19,0.13,0
6,7.59,0.76,0.74,0.91,7,4.37,0.81,0.86,0.7,0
0,7.36,0.54,0.45,0.07,2,1.49,0.95,0.69,0.53,1
14,2.63,0.04,0.06,0.25,17,9.8,0.64,0.97,0.67,1
13,5.85,0.19,0.16,0.17,16,6.36,0.78,0.63,0.36,1
16,3.08,0.42,0.28,0.62,18,3.24,0.71,0.19,0.85,0
20,7.77,0.16,0.41,0.44,23,3.83,0.55,0.24,0.34,0
23,1.39,0.04,0.34,0.5,3,3.66,0.36,0.54,0.34,0
20,2.24,0.27,0.46,0.93,21,2.77,0.62,0.35,0.87,0
19,1.28,0.86,0.84,0.22,20,0.59,0.53,0.21,0.74,1
3,1.06,0.92,0.76,0.96,7,8.92,0.42,0.36,0.09,0
21,6.41,0.15,0.64,0.6,22,6.38,0.25,0.98,0.14,1
20,0.07,0.06,0.44,0.8,21,7.6,0.61,0.55,0.65,0
11,5.25,0.04,0.78,0.87,14,8.1,0.88,0.06,0.93,0
20,3.18,0.21,0.25,0.98,21,1.6,0.88,0.24,0.24,0
8,5.75,0.27,0.68,0.43,12,3.63,0.93,0.56,0.86,1
17,0.56,0.9,0.15,0.46,20,0.92,0.18,0.64,0.68,0
5,6.08,0.36,0.21,0.13,9,6.04,0.65,0.42,0.45,0
1,0.16,0.14,0.04,0.85,5,2.88,0.48,0.94,0.52,0
4,5.15,0.59,0.22,0.06,7,5.16,0.33,0.47,0.82,0
1,2.37,0.4,0.48,0.69,4,4.42,0.91,0.68,0.87,1
14,9.37,0.82,0.56,0.04,18,4.12,0.88,0.71,0.58,0
12,8.27,0.09,0.19,0.34,15,5.29,0.96,0.2,0.62,0
14,9.25,0.22,0.05,0.15,15,1.45,0.37,0.23,0.31,0
15,4.43,0.63,0.34,0.73,19,2.79,0.5,0.23,0.52,0
16,5.88,0.19,0.02,0.6,17,2.89,0.72,0.77,0.07,0
11,8.16,0.83,0.23,0.97,13,6.28,0.76,0.94,0.32,0
0,0.56,0.58,0.8,0.92,2,9.68,0.48,0.41,0.66,0
1,9.62,0.25,0.88,0.11,3,6.46,0.87,0.5,0.21,0
22,5.13,0.34,0.73,0.43,0,9.78,0.22,0.63,0.02,1
16,2.45,0.14,0.55,0.65,18,9.33,0.44,0.91,0.01,0
18,7.16,0.46,0.95,0.53,21,5.13,0.01,0.67,0.67,0
7,5.87,0.89,0.28,0.56,8,4.51,0.2,0.02,0.25,0
12,5.41,0.38,0.39,0.08,14,8.99,0.75,0.55,0.76,0
19,6.22,0.47,0.33,0.87,22,9.55,0.89,0.55,0.13,0
22,4.85,0.29,0.1,0.96,0,1.23,0.93,0.8,0.42,1
6,1.14,0.5,0.58,0.03,8,4.55,0.92,0.68,0.64,1
18,1.24,0.61,0.36,0.09,21,0.57,0.3,0.37,0.94,1
11,6.42,0.96,0.91,0.65,13,8.73,0.85,0.2,0.68,1
7,9.4,0.21,0.5,0.86,8,2.38,0.5,0.84,0.41,0
8,1.05,0.63,0.35,0.81,12,6.12,0.54,0.66,0.84,1
3,9.79,0.83,0.05,0.71,7,6.03,0.68,0.67,0.4,0
2,9.06,0.86,0.73,0.35,5,9.93,0.99,0.81,0.81,1
13,4.69,0.49,0.94,0.17,14,6.92,0.51,0.25,0.13,0
4,7.59,0.21,0.66,0.75,6,6.82,0.52,0.93,0.18,1
5,4.18,0.65,0.34,0.83,9,4.8,0.15,0.69,0.88,1
1,0.69,0.19,0.91,0.38,3,1.25,0.85,0.88,0.98,1
9,3.41,0.5,0.01,0.68,12,2.58,0.06,0.13,0.27,0
19,8.15,0.33,0.78,0.0,22,1.56,0.75,0.67,0.61,0
5,1.74,0.74,0.24,0.38,7,4.44,0.84,0.6,0.57,0
4,6.95,0.07,0.06,0.19,7,7.09,0.5,0.85,0.68,1
11,2.68,0.58,0.25,0.0,13,7.53,0.47,0.2,0.76,0
16,3.12,0.94,0.83,0.1,17,9.99,0.89,0.07,0.13,0
22,4.28,0.12,0.71,0.14,23,5.74,0.91,0.47,0.94,1
14,1.98,0.57,0.19,0.44,15,2.37,0.59,0.22,0.84,0
14,5.78,0.54,0.44,0.99,17,4.9,0.49,0.11,0.33,1
12,2.4,0.15,0.26,0.39,15,3.89,0.11,0.53,0.63,0
19,0.07,0.62,0.7,0.65,23,1.64,0.2,0.2,0.6,0
9,2.55,0.11,0.91,0.15,11,4.53,0.21,0.11,0.07,0
14,7.43,0.69,0.18,0.79,16,1.03,0.66,0.34,0.95,0
19,7.68,0.88,0.23,0.06,23,1.08,0.39,0.45,0.18,0
16,6.46,0.53,0.04,0.24,19,8.59,0.23,0.57,0.91,0
20,7.02,0.28,0.62,0.95,0,9.37,0.52,0.71,0.71,1
19,0.65,0.98,0.72,0.73,23,9.24,0.89,0.13,0.66,0
23,3.77,0.46,0.65,0.81,2,0.4,0.86,0.05,0.32,1
16,5.56,0.43,0.22,0.91,17,7.53,0.25,0.54,0.03,0
14,1.68,0.79,0.27,0.65,15,2.56,0.08,0.07,0.22,0
4,7.26,0.8,0.19,0.39,8,1.83,0.97,0.41,0.8,0
8,4.57,0.01,0.57,0.95,11,9.52,0.47,0.36,0.45,0
